Quote No.;Status;Status Reason;Quote Date;CRM-Status;Customer No.;ZIP;Date for Follow-Up;Followed up on;Person in Charge; Value of Quotation ;Probability (%);Order No.;Responsible;Representative;Customer Ref.;Prod. Category (Text);Prod. Master Class (Text);Scoring Automation;Scoring Tool- & Workholding
1019606;4) Order received;Order is entered;16.08.2022;4) Buying customer;1996;335 31;;10.11.2022;8; 88 140 kr ;100%;94952;Sales representative;111;KSC3 125-300;4 - Stationary Workholding;401 - Clamping systems Std.;4 - Casual customer;2 - Prospect customer
1019599;5) Quote not realized;Price/Project not realized;15.08.2022;4) Buying customer;2415;417 07;;02.01.2023;8; 13 054 kr ;50%;;Sales representative;107;Tendo P;2 - Toolholding Systems;2TS - TENDO;4 - Casual customer;2 - Prospect customer
1019597;4) Order received;Order is entered;12.08.2022;4) Buying customer;52543;312 75;;;8; 42 261 kr ;100%;93443;Sales representative;105;Gripdon och givare;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;2 - Prospect customer
1019598;4) Order received;Order is entered;12.08.2022;4) Buying customer;2563;261 51;;;4; 11 583 kr ;100%;93499;Sales representative;105;PZB plus 125;3 - Automation Standard;3GP - Gripping Modules pneumatic;2 - Prospect customer;2 - Prospect customer
1019596;4) Order received;Order is entered;11.08.2022;4) Buying customer;1305;811 34;;;4; 11 702 kr ;100%;93461;Sales representative;103;SZAJ-ST 20-2;1 - Chuck Jaws;1XS - Jaws Special;2 - Prospect customer;1 - Top customer
1019593;5) Quote not realized;Solution/bought from comp.;10.08.2022;4) Buying customer;1439;612 02;;;4; 58 848 kr ;100%;;Sales representative;118;4094/FW/AS/Finspångs finmek/Ve;4 - Stationary Workholding;402 - Workholding systems special;4 - Casual customer;4 - Casual customer
1019594;4) Order received;Order is entered;10.08.2022;4) Buying customer;2991;331 92;;;8; 33 830 kr ;100%;93488;Sales representative;111;KSP3 160;4 - Stationary Workholding;401 - Clamping systems Std.;4 - Casual customer;2 - Prospect customer
1019595;4) Order received;Order is entered;10.08.2022;4) Buying customer;2050;531 40;;26.08.2022;4; 22 085 kr ;100%;93727;Sales representative;107;Täcklock NCR-A 400;8 - Lathe Chucks;8XO - Power Chucks Special;4 - Casual customer;2 - Prospect customer
1019591;4) Order received;Order is entered;09.08.2022;4) Buying customer;1672;414 74;;;4; 11 322 kr ;100%;93406;Sales representative;107;KSC3 125-160;4 - Stationary Workholding;401 - Clamping systems Std.;4 - Casual customer;1 - Top customer
1019590;4) Order received;Order is entered;09.08.2022;5) Lost customer;1562;610 13;;;8; 18 091 kr ;100%;93460;Sales representative;118;FB-SA 250;1 - Chuck Jaws;1XO - Jaws Standard;4 - Casual customer;4 - Casual customer
1018748;5) Quote not realized;Quote validity is expired;08.08.2022;3) Qualified potential customer;52604;721 36;;16.08.2022;8; 121 639 kr ;100%;;Sales representative;103;DMG CTX 1100 SK40;4 - Stationary Workholding;401 - Clamping systems Std.;4 - Casual customer;4 - Casual customer
1019588;4) Order received;Order is entered;08.08.2022;5) Lost customer;52709;931 36;;;8; 3 542 kr ;100%;93382;Sales representative;104;Schmalz;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1019589;5) Quote not realized;Replaced by a new quotation;08.08.2022;4) Buying customer;3640;695 32;;;8;;100%;;Sales representative;103;Reparation 8658;8 - Lathe Chucks;8RS - Chucks Service/Subcontract work;4 - Casual customer;4 - Casual customer
1019586;5) Quote not realized;Quote for information purposes;04.08.2022;5) Lost customer;2697;514 32;;20.09.2022;13; 126 990 kr ;100%;;Sales representative;109;PGN-plus-P och MMS 22-S-M8-PNP;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;4 - Casual customer
1019585;4) Order received;Order is entered;02.08.2022;4) Buying customer;52691;254 52;;;13; 24 505 kr ;100%;93618;Sales representative;111;toolholder, Intermediate bush;2 - Toolholding Systems;2WS - Toll grinding;4 - Casual customer;4 - Casual customer
1019583;5) Quote not realized;Quote for information purposes;01.08.2022;4) Buying customer;2210;451 76;;20.09.2022;13; 40 567 kr ;100%;;Sales representative;109;ADHESO starter kit;5 - Automation System Solutions;5SK - Special components;2 - Prospect customer;4 - Casual customer
1019582;4) Order received;Order is entered;01.08.2022;4) Buying customer;2563;261 51;;;13; 10 521 kr ;100%;93370;Sales representative;105;pris på MPZ 38;3 - Automation Standard;3GP - Gripping Modules pneumatic;2 - Prospect customer;2 - Prospect customer
1019580;4) Order received;Order is entered;28.07.2022;4) Buying customer;51743;447 37;;;1; 1 090 kr ;100%;93359;Sales representative;109;Givare;3 - Automation Standard;3ZO - Accessories Automation;4 - Casual customer;4 - Casual customer
1019581;5) Quote not realized;Quote for information purposes;28.07.2022;4) Buying customer;50645;632 17;;;1; 13 600 kr ;100%;;Sales representative;104;RC 507272;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;4 - Casual customer
1019579;4) Order received;Order is entered;28.07.2022;4) Buying customer;1555;736 36;;;1; 6 068 kr ;100%;93344;Sales representative;104;PGN+50-1-AS;3 - Automation Standard;3GP - Gripping Modules pneumatic;2 - Prospect customer;2 - Prospect customer
1019218;4) Order received;Order is entered;25.07.2022;4) Buying customer;1020;151 38;;;8; 313 734 kr ;100%;93362;Sales representative;118;4025/FW/AS/Scania/Nya uppspänn;1 - Chuck Jaws;1XO - Jaws Standard;1 - Top customer;1 - Top customer
1019578;4) Order received;Order is entered;25.07.2022;4) Buying customer;1020;151 38;;;1; 3 957 kr ;100%;93424;Sales representative;106;RFQ 1249020 // 8666;3 - Automation Standard;3SO - Service Automation Components;1 - Top customer;1 - Top customer
1019577;5) Quote not realized;Quote validity is expired;21.07.2022;4) Buying customer;1026;731 36;;;1; 9 170 kr ;100%;;Sales representative;103;Toolfix Mono HSK-B63;2 - Toolholding Systems;2ZA - Accessories;1 - Top customer;2 - Prospect customer
1019576;4) Order received;Order is entered;21.07.2022;4) Buying customer;50524;646 93;;;1; 19 783 kr ;100%;93330;Sales representative;106;HTR UNI;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1019542;4) Order received;Order is entered;19.07.2022;4) Buying customer;5012;213 75;;;14; 42 921 kr ;100%;93468;Sales representative;111;Tribos;4 - Stationary Workholding;403 - Quick change pallet syst. Std.;4 - Casual customer;2 - Prospect customer
1019574;5) Quote not realized;Quote for information purposes;19.07.2022;4) Buying customer;52164;612 40;;29.08.2022;1;;100%;;Sales representative;118;Rep. order: 11303130 / 8664;2 - Toolholding Systems;2RS - Service Workholding;4 - Casual customer;2 - Prospect customer
1019575;4) Order received;Order is entered;19.07.2022;4) Buying customer;52373;541 36;;;1; 9 652 kr ;100%;93639;Sales representative;107;FS7219 Renovering Tendo 8637;2 - Toolholding Systems;2TS - TENDO;2 - Prospect customer;2 - Prospect customer
1019573;5) Quote not realized;Quote for information purposes;18.07.2022;4) Buying customer;50645;632 17;;;1; 18 160 kr ;100%;;Sales representative;104;REF: 20177102;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;4 - Casual customer
1019569;5) Quote not realized;Quote validity is expired;15.07.2022;4) Buying customer;4043;653 36;;16.08.2022;1; 30 424 kr ;100%;;Sales representative;104;Renovering FDB 300;3 - Automation Standard;3SO - Service Automation Components;4 - Casual customer;4 - Casual customer
1019570;4) Order received;Order is entered;15.07.2022;4) Buying customer;1020;151 38;;;14; 19 371 kr ;100%;93307;Sales representative;118;Backstop;1 - Chuck Jaws;1XO - Jaws Standard;1 - Top customer;1 - Top customer
1019571;4) Order received;Order is entered;15.07.2022;5) Lost customer;52458;213 76;;;1; 2 652 kr ;100%;93334;Sales representative;111;Tendo Compact BT-DC30 Ø20x90;2 - Toolholding Systems;2TS - TENDO;4 - Casual customer;4 - Casual customer
1019572;5) Quote not realized;Quote validity is expired;15.07.2022;4) Buying customer;1186;973 45;;16.08.2022;1; 39 784 kr ;100%;;Sales representative;104;Renovering FDB / 8640;3 - Automation Standard;3SO - Service Automation Components;4 - Casual customer;4 - Casual customer
1019548;4) Order received;Order is entered;14.07.2022;5) Lost customer;52688;335 31;;24.08.2022;8; 99 792 kr ;100%;93637;Sales representative;105;ORG 85;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;4 - Casual customer
1019564;5) Quote not realized;Quote validity is expired;14.07.2022;4) Buying customer;1706;313 33;;16.08.2022;13; 9 540 kr ;100%;;Sales representative;105;uppdatera priser;3 - Automation Standard;3GP - Gripping Modules pneumatic;4 - Casual customer;4 - Casual customer
1019566;4) Order received;Order is entered;14.07.2022;4) Buying customer;51743;447 37;;;2; 15 900 kr ;100%;93290;Sales representative;109;Akut OPR SVM0022127;3 - Automation Standard;3RK;4 - Casual customer;4 - Casual customer
1019567;5) Quote not realized;Quote validity is expired;14.07.2022;4) Buying customer;1020;151 38;;16.08.2022;2; 73 571 kr ;100%;;Sales representative;106;1250454;3 - Automation Standard;3GP - Gripping Modules pneumatic;1 - Top customer;1 - Top customer
1019568;5) Quote not realized;Quote validity is expired;14.07.2022;4) Buying customer;3081;289 71;;16.08.2022;2; 242 779 kr ;100%;;Sales representative;105;Offert;3 - Automation Standard;3GP - Gripping Modules pneumatic;2 - Prospect customer;2 - Prospect customer
1019563;5) Quote not realized;Quote validity is expired;13.07.2022;4) Buying customer;50612;655 60;;16.08.2022;14; 475 844 kr ;100%;;Sales representative;103;ROTA NC 500;8 - Lathe Chucks;8XO - Power Chucks Special;4 - Casual customer;2 - Prospect customer
1019560;5) Quote not realized;Other SCHUNK product ordered;12.07.2022;4) Buying customer;3437;234 35;;12.08.2022;14; 140 400 kr ;100%;;Sales representative;111;Hållare;2 - Toolholding Systems;2TS - TENDO;4 - Casual customer;2 - Prospect customer
1019561;5) Quote not realized;Quote validity is expired;12.07.2022;4) Buying customer;1538;635 10;;16.08.2022;2; 6 707 kr ;100%;;Sales representative;104;Offert;3 - Automation Standard;3ZO - Accessories Automation;2 - Prospect customer;4 - Casual customer
1019562;4) Order received;Order is entered;12.07.2022;4) Buying customer;3320;415 05;;12.07.2022;2; 7 000 kr ;100%;93276;Sales representative;109;Förfrågan;3 - Automation Standard;3MS;3 - Maxed sales customer;4 - Casual customer
1019559;4) Order received;Order is entered;11.07.2022;4) Buying customer;51021;223 70;;;1; 15 117 kr ;100%;93271;Sales representative;105;Schmalz;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1019558;5) Quote not realized;Quote validity is expired;11.07.2022;4) Buying customer;1020;151 38;;16.08.2022;2; 7 756 kr ;100%;;Sales representative;106;RFQ 220711;3 - Automation Standard;3MS;1 - Top customer;1 - Top customer
1019530;4) Order received;Order is entered;11.07.2022;4) Buying customer;50495;334 33;;08.07.2022;1; 76 422 kr ;100%;93268;Sales representative;105;2214-002;3 - Automation Standard;3RW;3 - Maxed sales customer;2 - Prospect customer
1019555;4) Order received;Order is entered;08.07.2022;4) Buying customer;1020;151 38;;;2; 32 291 kr ;100%;93243;Sales representative;118;1244414;1 - Chuck Jaws;1XO - Jaws Standard;1 - Top customer;1 - Top customer
1019556;5) Quote not realized;Quote validity is expired;08.07.2022;5) Lost customer;1714;361 42;;16.08.2022;4; 5 859 kr ;100%;;Sales representative;105;Sugblock;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1019557;4) Order received;Order is entered;08.07.2022;4) Buying customer;3640;695 32;;;2; 19 853 kr ;100%;93245;Sales representative;104;Reparations case 8657;5 - Automation System Solutions;5SK - Special components;4 - Casual customer;4 - Casual customer
1019552;5) Quote not realized;Quote validity is expired;08.07.2022;4) Buying customer;1672;414 74;;16.08.2022;2; 900 kr ;100%;;Sales representative;107;Offert;1 - Chuck Jaws;1XS - Jaws Special;4 - Casual customer;1 - Top customer
1019553;4) Order received;Order is entered;08.07.2022;4) Buying customer;1224;541 34;;;4; 32 430 kr ;100%;93312;Sales representative;107;4128/FW/Volvo Powertrain/Tendo;2 - Toolholding Systems;2TS - TENDO;1 - Top customer;1 - Top customer
1019554;4) Order received;Order is entered;08.07.2022;4) Buying customer;1305;811 34;;;14; 25 833 kr ;100%;93242;Sales representative;103;Hårda backar;1 - Chuck Jaws;1XO - Jaws Standard;2 - Prospect customer;1 - Top customer
1019514;4) Order received;Order is entered;08.07.2022;5) Lost customer;4329;614 92;;10.08.2022;4; 675 000 kr ;100%;93286;Sales representative;118;4136/FW/AS/Merx/ROTA m flex 12;8 - Lathe Chucks;8XO - Power Chucks Special;4 - Casual customer;4 - Casual customer
1019496;5) Quote not realized;Quote validity is expired;08.07.2022;5) Lost customer;52715;465 97;;16.08.2022;2; 394 237 kr ;100%;;Sales representative;107;reservdelar;4 - Stationary Workholding;401 - Clamping systems Std.;4 - Casual customer;4 - Casual customer
1019525;5) Quote not realized;Quote for information purposes;07.07.2022;4) Buying customer;1037;331 34;;;4; 147 630 kr ;100%;;Sales representative;102;4114/JA/RC/Ravema /Chuck #2;8 - Lathe Chucks;8XS - Power Chucks Standard;2 - Prospect customer;2 - Prospect customer
1019541;5) Quote not realized;Quote validity is expired;07.07.2022;4) Buying customer;3784;553 03;;16.08.2022;4; 410 752 kr ;100%;;Sales representative;107;KSM2 400;4 - Stationary Workholding;401 - Clamping systems Std.;4 - Casual customer;1 - Top customer
1019545;4) Order received;Order is entered;07.07.2022;4) Buying customer;1020;151 38;;;4; 1 562 kr ;100%;93303;Sales representative;118;UGE 20;1 - Chuck Jaws;1XS - Jaws Special;1 - Top customer;1 - Top customer
1019544;4) Order received;Order is entered;07.07.2022;5) Lost customer;3775;827 31;;;4; 625 902 kr ;100%;93227;Sales representative;103;Kuber med mera;4 - Stationary Workholding;401 - Clamping systems Std.;4 - Casual customer;2 - Prospect customer
1019551;5) Quote not realized;Quote validity is expired;07.07.2022;4) Buying customer;3859;264 91;;02.09.2022;7; 355 430 kr ;100%;;Sales representative;105;4121/MS/RA/Gyllsjö/FMHD;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1019546;5) Quote not realized;Quote validity is expired;07.07.2022;4) Buying customer;4300;335 32;;16.08.2022;4; 11 013 kr ;100%;;Sales representative;111;Backar;4 - Stationary Workholding;401 - Clamping systems Std.;4 - Casual customer;2 - Prospect customer
1019549;4) Order received;Order is entered;07.07.2022;4) Buying customer;3469;534 60;;;8; 7 764 kr ;100%;93224;Sales representative;109;Reservdelar;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1019539;5) Quote not realized;Quote validity is expired;07.07.2022;4) Buying customer;4056;250 23;;16.08.2022;2; 267 846 kr ;100%;;Sales representative;111;4131/FW/JR/Carlsson Möller/Pyr;4 - Stationary Workholding;402 - Workholding systems special;4 - Casual customer;2 - Prospect customer
1019550;5) Quote not realized;Quote validity is expired;07.07.2022;4) Buying customer;1026;731 36;;16.08.2022;2; 17 633 kr ;100%;;Sales representative;104;Snabbväxling;3 - Automation Standard;3GP - Gripping Modules pneumatic;1 - Top customer;2 - Prospect customer
1019537;5) Quote not realized;Quote validity is expired;06.07.2022;4) Buying customer;1673;446 37;;16.08.2022;7; 55 770 kr ;100%;;Sales representative;109;.;3 - Automation Standard;3GE - Gripping Modules electric;4 - Casual customer;2 - Prospect customer
1019540;5) Quote not realized;Quote for information purposes;06.07.2022;4) Buying customer;1037;331 34;;;7; 34 889 kr ;100%;;Sales representative;102;.;5 - Automation System Solutions;5SK - Special components;2 - Prospect customer;2 - Prospect customer
1019534;4) Order received;Order is entered;06.07.2022;6) Expired customer;2333;652 21;;;1; 1 489 kr ;100%;93216;Sales representative;104;Kabelkontakt för KF19;3 - Automation Standard;3RW;4 - Casual customer;4 - Casual customer
1019535;5) Quote not realized;Quote for information purposes;06.07.2022;5) Lost customer;51446;815 41;;16.08.2022;13; 49 913 kr ;100%;;Sales representative;104;4126/PGN-plus-P med tillnehör;5 - Automation System Solutions;5BL - Assembly Groups;4 - Casual customer;4 - Casual customer
1019536;4) Order received;Order is entered;06.07.2022;5) Lost customer;3604;619 33;;07.07.2022;7; 178 152 kr ;50%;93660;Sales representative;106;4130/MS/Camfil/EGA gripdon;3 - Automation Standard;3GE - Gripping Modules electric;4 - Casual customer;4 - Casual customer
1019529;4) Order received;Order is entered;06.07.2022;4) Buying customer;51377;392 51;;08.07.2022;2; 25 424 kr ;100%;93308;Sales representative;105;Schmalz;3 - Automation Standard;3MS;4 - Casual customer;4 - Casual customer
1019531;5) Quote not realized;Quote validity is expired;06.07.2022;4) Buying customer;1138;568 31;;16.08.2022;1; 30 960 kr ;100%;;Sales representative;107;Sliphållare Anca;2 - Toolholding Systems;2WS - Toll grinding;2 - Prospect customer;2 - Prospect customer
